""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000231721.6	4515	ENSG00000231721.6	ENSG00000231721	antisense	LINC-PINT	378805	InGen	3.5045355617891	8	ENST00000423414.5|ENST00000433079.5|ENST00000451786.5|ENST00000443623.5|ENST00000435523.5|ENST00000431189.1|ENST00000416999.1|ENST00000429901.1	0.120508008297306	4.47107902871924	4.82764996601702	2.11692157716793e-06	0.00026672193754014	4.52968547408018	0.0740518098584924
ENSG00000037280.15	8852	ENSG00000037280.15	ENSG00000037280	protein_coding	FLT4	2324	InGen	0.377291411937649	12	ENST00000261937.10|ENST00000502603.5|ENST00000507059.5|ENST00000393347.7|ENST00000502649.5|ENST00000619105.4|ENST00000510000.1|ENST00000514810.1|ENST00000512795.1|ENST00000424276.6|ENST00000502293.5|ENST00000513527.1	-0.283710078844707	1.88426052629042	-4.82648557429859	2.12850715112937e-06	0.00026672193754014	4.59816862899569	0.0537852307819362
ENSG00000118971.7	7157	ENSG00000118971.7	ENSG00000118971	protein_coding	CCND2	894	InGen	14.6861083879223	4	ENST00000261254.7|ENST00000536537.1|ENST00000536795.1|ENST00000541542.1	-0.151459749422984	6.86425425683966	-4.81989030176142	2.19529285682621e-06	0.000273579325745468	4.39879527229355	0.0499085295417816
ENSG00000092199.17	7309	ENSG00000092199.17	ENSG00000092199	protein_coding	HNRNPC	3183	InGen	29.7319602851196	33	ENST00000336053.10|ENST00000554969.5|ENST00000556142.5|ENST00000554455.5|ENST00000449098.5|ENST00000430246.6|ENST00000553753.5|ENST00000555914.5|ENST00000555309.5|ENST00000557442.5|ENST00000556628.5|ENST00000555883.5|ENST00000556513.5|ENST00000553444.1|ENST00000557201.5|ENST00000553300.5|ENST00000556897.5|ENST00000420743.6|ENST00000557157.5|ENST00000554539.5|ENST00000554383.5|ENST00000555585.5|ENST00000554417.1|ENST00000555215.5|ENST00000555137.5|ENST00000554891.5|ENST00000556226.5|ENST00000555176.5|ENST00000553614.5|ENST00000557336.1|ENST00000557768.1|ENST00000557033.1|ENST00000555127.1	0.0892048972655308	7.98238980385909	4.81132797222029	2.28501869576644e-06	0.000283204967424473	4.34590397534909	0.0288236433915818
ENSG00000135503.12	5690	ENSG00000135503.12	ENSG00000135503	protein_coding	ACVR1B	91	InGen	13.846144533309	7	ENST00000257963.8|ENST00000541224.5|ENST00000426655.6|ENST00000536420.5|ENST00000415850.6|ENST00000542485.1|ENST00000563121.1	0.0975633768178812	6.54141655862175	4.80803434582146	2.32046657122694e-06	0.000286035338597816	4.35342164386287	0.015711624297324
ENSG00000261559.1	1481	ENSG00000261559.1	ENSG00000261559	processed_pseudogene	FSCN1P1		InGen	0.238703768556547	1	ENST00000568912.1	-0.359496772467941	-1.46938302750236	-4.8031138582854	2.37441350902584e-06	0.000291103096206568	3.64311926607599	0.0533922184111973
ENSG00000105058.11	1921	ENSG00000105058.11	ENSG00000105058	protein_coding	FAM32A	26017	InGen	23.0191523187561	5	ENST00000589852.5|ENST00000263384.11|ENST00000588367.5|ENST00000585831.5|ENST00000587351.1	0.084931659182601	5.70006786832837	4.80054276110535	2.40308146829133e-06	0.0002930338214103	4.34210867966092	0.0603654186032422
ENSG00000215717.5	4574	ENSG00000215717.5	ENSG00000215717	protein_coding	TMEM167B	56900	InGen	9.1380475614342	3	ENST00000338272.8|ENST00000479160.1|ENST00000473828.1	0.0999903946895273	5.70338148027031	4.79438799219976	2.47307011003127e-06	0.000299955631901707	4.31550977799386	0.0180404374470499
ENSG00000254999.3	1233	ENSG00000254999.3	ENSG00000254999	protein_coding	BRK1	55845	InGen	82.2898760575538	1	ENST00000530758.1	0.110539142331057	7.00065564298453	4.79263287018878	2.49338592646692e-06	0.000300811096798916	4.27463057562998	0.0342139833865102
ENSG00000138175.8	3844	ENSG00000138175.8	ENSG00000138175	protein_coding	ARL3	403	InGen	16.2249204868719	1	ENST00000260746.5	0.0844536664340409	6.25398911888595	4.78921334980352	2.53343060519072e-06	0.000304025077017623	4.27502372970736	0.0388603903222032
ENSG00000169609.13	13893	ENSG00000169609.13	ENSG00000169609	protein_coding	C15orf40	123207	InGen	1.27147974332259	12	ENST00000514272.2|ENST00000538348.6|ENST00000510873.6|ENST00000512638.5|ENST00000451195.7|ENST00000304177.9|ENST00000508990.2|ENST00000563387.5|ENST00000565712.1|ENST00000505341.1|ENST00000506912.6|ENST00000565725.1	0.151485253536888	4.44182290453506	4.7870639604278	2.55891791264041e-06	0.000305467458824196	4.35501734301194	0.0202263723609303
ENSG00000260816.2	4284	ENSG00000260816.2	ENSG00000260816	sense_intronic	RP11-319G9.3		InGen	0.0724546152669406	1	ENST00000568885.2	-0.536220614212089	-1.83347087638954	-4.7846799731893	2.58747624403646e-06	0.000307259417230319	3.44883969950154	0.0228103718322338
ENSG00000232434.2	4387	ENSG00000232434.2	ENSG00000232434	protein_coding	C9orf172	389813	InGen	10.8243383153893	1	ENST00000436881.2	-0.192940955437374	5.7580457092917	-4.7818662941776	2.62157741495561e-06	0.000309687486190668	4.25984644282988	0.0701748313737886
ENSG00000008018.8	2256	ENSG00000008018.8	ENSG00000008018	protein_coding	PSMB1	5689	InGen	17.0545145622988	2	ENST00000262193.6|ENST00000462957.1	0.098975359817352	5.57492303611066	4.77295173060748	2.73250511158889e-06	0.0003211189038132	4.22604232292865	0.0885333566991233
ENSG00000242125.3	4088	ENSG00000242125.3	ENSG00000242125	sense_intronic	SNHG3	8420	InGen	1.70130520278695	3	ENST00000413987.1|ENST00000447507.1|ENST00000437681.1	0.182985228845334	2.97498163267849	4.77092707865802	2.75832206112922e-06	0.000322481972517896	4.37370192250144	0.0199106153106545
ENSG00000264920.1	4286	ENSG00000264920.1	ENSG00000264920	processed_transcript	RP11-6N17.4	102724532	InGen	0.996839966918863	3	ENST00000582787.1|ENST00000577279.1|ENST00000580459.1	0.220556590067446	2.49048169057016	4.76871310991621	2.78682216884893e-06	0.000324143146726474	4.37092898210279	0.022824281212678
ENSG00000136560.13	5579	ENSG00000136560.13	ENSG00000136560	protein_coding	TANK	10010	InGen	3.00427668498464	23	ENST00000259075.6|ENST00000432002.5|ENST00000463502.1|ENST00000392749.6|ENST00000440506.5|ENST00000461338.5|ENST00000429217.5|ENST00000402568.5|ENST00000406287.5|ENST00000457887.5|ENST00000477952.1|ENST00000441987.5|ENST00000432692.6|ENST00000494976.1|ENST00000405852.5|ENST00000483622.1|ENST00000456358.5|ENST00000468831.5|ENST00000403609.1|ENST00000489393.1|ENST00000470324.1|ENST00000437623.1|ENST00000439442.1	-0.0847068838665743	4.3295128525756	-4.76302434301523	2.86136061804423e-06	0.000329470156710595	4.25775640225955	0.0467553259881495
ENSG00000131100.12	3212	ENSG00000131100.12	ENSG00000131100	protein_coding	ATP6V1E1	529	InGen	53.9423538735878	9	ENST00000253413.9|ENST00000399796.6|ENST00000399798.6|ENST00000473248.1|ENST00000413576.1|ENST00000481365.5|ENST00000484653.5|ENST00000478963.5|ENST00000460085.1	0.0942852487845549	7.90252235654969	4.7630007522837	2.86167368599211e-06	0.000329470156710595	4.13348630071249	0.0272915594303644
ENSG00000171858.17	1023	ENSG00000171858.17	ENSG00000171858	protein_coding	RPS21	6227	InGen	69.1371519279601	5	ENST00000343986.8|ENST00000492356.2|ENST00000370562.1|ENST00000450116.6|ENST00000370592.2	0.198078491490604	6.28012515516563	4.75357800569262	2.98939714913179e-06	0.000342436953229586	4.11716599136375	0.0172333070788528
ENSG00000119013.8	1103	ENSG00000119013.8	ENSG00000119013	protein_coding	NDUFB3	4709	InGen	25.6468989741889	4	ENST00000450023.5|ENST00000237889.8|ENST00000433898.5|ENST00000454214.1	0.131210196102227	5.24515505662135	4.75164370086624	3.01628754865845e-06	0.000343780994427751	4.14791999649329	0.026402547685462
ENSG00000112530.11	2612	ENSG00000112530.11	ENSG00000112530	protein_coding	PACRG	135138	InGen	1.77236285540499	11	ENST00000337019.7|ENST00000366889.6|ENST00000366888.6|ENST00000542669.1|ENST00000544266.1|ENST00000541974.5|ENST00000534958.5|ENST00000545186.1|ENST00000621363.1|ENST00000542936.1|ENST00000611387.1	0.137038043026128	2.59764514619068	4.74792481883672	3.06864321485514e-06	0.000347999483780648	4.28189814174614	0.0294205900633716
ENSG00000231074.8	13918	ENSG00000231074.8	ENSG00000231074	antisense	HCG18		InGen	1.88076679551909	16	ENST00000602591.1|ENST00000602550.5|ENST00000438412.5|ENST00000444126.5|ENST00000449544.5|ENST00000454129.5|ENST00000454269.5|ENST00000426882.5|ENST00000412685.6|ENST00000602698.5|ENST00000602861.5|ENST00000413358.6|ENST00000602290.1|ENST00000602319.1|ENST00000602516.1|ENST00000602498.1	-0.145481541193071	5.05565088942785	-4.74644481550491	3.08972187041369e-06	0.000348646675337577	4.13776143624913	0.0785685361838984
ENSG00000272927.1	737	ENSG00000272927.1	ENSG00000272927	antisense	RP11-1191J2.5		InGen	1.88119152453239	1	ENST00000609172.1	0.26585214889052	0.613220923312566	4.74375139155347	3.12844096138248e-06	0.000351268165569881	4.12226480617013	0.0523793627640468
ENSG00000184602.5	3312	ENSG00000184602.5	ENSG00000184602	protein_coding	SNN	8303	InGen	76.0674733682293	1	ENST00000329565.5	0.113363312963482	8.28072233080364	4.74054713586599	3.17511259111209e-06	0.000354752358024696	4.0321708645905	0.0248847529978594
ENSG00000145494.11	1451	ENSG00000145494.11	ENSG00000145494	protein_coding	NDUFS6	4726	InGen	17.1877808262214	3	ENST00000274137.9|ENST00000469176.1|ENST00000510329.1	0.128751046309665	5.01066527814151	4.73622983045142	3.23905837805207e-06	0.00036012295623823	4.09256675825233	0.0192561722586749
ENSG00000176102.11	4517	ENSG00000176102.11	ENSG00000176102	protein_coding	CSTF3	1479	InGen	5.21133753806093	8	ENST00000528865.5|ENST00000323959.8|ENST00000524827.5|ENST00000526480.1|ENST00000438862.6|ENST00000431742.2|ENST00000524556.1|ENST00000524775.1	0.0890365882104529	4.81664891230574	4.73078994787435	3.32139943253243e-06	0.000367476392825698	4.08206169337676	0.104673273984645
ENSG00000053372.4	2822	ENSG00000053372.4	ENSG00000053372	protein_coding	MRTO4	51154	InGen	10.3402019490371	3	ENST00000330263.4|ENST00000493700.1|ENST00000479559.1	0.124406136316323	5.19335500040008	4.7279236797179	3.36559230323014e-06	0.000370558247716325	4.04602780142461	0.0758223230808499
ENSG00000119705.9	2631	ENSG00000119705.9	ENSG00000119705	protein_coding	SLIRP	81892	InGen	7.26548735966351	12	ENST00000613856.4|ENST00000557342.5|ENST00000238688.9|ENST00000557623.5|ENST00000557431.5|ENST00000555890.5|ENST00000556831.5|ENST00000554074.1|ENST00000556310.1|ENST00000556375.5|ENST00000553981.1|ENST00000556956.1	0.133274639374812	4.61817427254236	4.72515917945597	3.40875238870142e-06	0.000373497163904044	4.07078316638741	0.0178574128398528
ENSG00000106367.13	1539	ENSG00000106367.13	ENSG00000106367	protein_coding	AP1S1	1174	InGen	49.1806404554472	3	ENST00000337619.9|ENST00000443943.5|ENST00000429457.1	0.106662339934836	6.58000745966579	4.71916725148901	3.50413763637012e-06	0.000381025065785972	3.96138252144865	0.0358492170207409
ENSG00000147164.11	2595	ENSG00000147164.11	ENSG00000147164	protein_coding	SNX12	29934	InGen	17.7610023676306	7	ENST00000622259.4|ENST00000483560.1|ENST00000374274.7|ENST00000622277.4|ENST00000490561.6|ENST00000465030.1|ENST00000276105.3	0.0785456442860277	5.87699798066627	4.71873884553725	3.51105501297422e-06	0.000381025065785972	3.97667534987665	0.0153376961212744
ENSG00000166681.13	1080	ENSG00000166681.13	ENSG00000166681	protein_coding	BEX3	27018	InGen	200.349045081999	4	ENST00000361298.8|ENST00000372645.3|ENST00000372635.1|ENST00000372634.1	0.0944612699943194	8.14610274262816	4.71612194718631	3.55359591834885e-06	0.000383805281067001	3.92591358758206	0.0285399897459059
ENSG00000119640.8	1841	ENSG00000119640.8	ENSG00000119640	protein_coding	ACYP1	97	InGen	7.13996654536548	6	ENST00000238618.7|ENST00000555463.1|ENST00000357971.7|ENST00000555694.5|ENST00000555135.1|ENST00000553302.1	0.141905829620973	4.01056293840693	4.71333226173907	3.59949227872754e-06	0.000386919831155542	4.06491768441672	0.07801641407266
ENSG00000232859.9	5380	ENSG00000232859.9	ENSG00000232859	protein_coding	LYRM9	201229	InGen	2.90633405208026	7	ENST00000379103.7|ENST00000460380.6|ENST00000508862.5|ENST00000379102.7|ENST00000503642.1|ENST00000508816.1|ENST00000582343.1	0.20138105220894	4.34635786514933	4.70508468717333	3.73854609377905e-06	0.000399684960091797	4.0036958296058	0.0252483183378895
ENSG00000164751.14	4969	ENSG00000164751.14	ENSG00000164751	protein_coding	PEX2	5828	InGen	3.73336667607689	6	ENST00000357039.8|ENST00000520103.5|ENST00000522527.5|ENST00000518986.5|ENST00000519956.1|ENST00000520203.1	0.101753530340026	4.51490940189874	4.70421600789951	3.75348955070555e-06	0.000399684960091797	3.99000423351431	0.0973635922566808
ENSG00000180992.6	959	ENSG00000180992.6	ENSG00000180992	protein_coding	MRPL14	64928	InGen	11.5769721339473	1	ENST00000372014.4	0.135900061412216	3.76117586160888	4.6996908382846	3.8322687259077e-06	0.000405041650503075	4.02451021293949	0.0422715698431298
ENSG00000160799.11	4754	ENSG00000160799.11	ENSG00000160799	protein_coding	CCDC12	151903	InGen	3.94202020528677	13	ENST00000425441.5|ENST00000292314.6|ENST00000604367.1|ENST00000605358.5|ENST00000488069.5|ENST00000603885.5|ENST00000446836.5|ENST00000494655.5|ENST00000604164.5|ENST00000604181.1|ENST00000605875.1|ENST00000460035.1|ENST00000492819.1	0.119164834623451	4.5297735155571	4.6992793251729	3.83951125868177e-06	0.000405041650503075	3.96577098750804	0.064307977569566
ENSG00000022267.16	5997	ENSG00000022267.16	ENSG00000022267	protein_coding	FHL1	2273	InGen	22.4899062515537	33	ENST00000629039.2|ENST00000394155.6|ENST00000370690.7|ENST00000627578.2|ENST00000618438.4|ENST00000420362.5|ENST00000458357.5|ENST00000628443.2|ENST00000627383.2|ENST00000630084.2|ENST00000630278.2|ENST00000452016.5|ENST00000625935.2|ENST00000535737.5|ENST00000627812.2|ENST00000434885.5|ENST00000543669.5|ENST00000394153.6|ENST00000456445.5|ENST00000628032.2|ENST00000449474.5|ENST00000345434.7|ENST00000628919.2|ENST00000539015.5|ENST00000370683.5|ENST00000370676.7|ENST00000630684.2|ENST00000477204.5|ENST00000370674.3|ENST00000477080.1|ENST00000628568.1|ENST00000626004.1|ENST00000630677.1	0.08608817211466	7.38197460218214	4.69344337135781	3.94365228763116e-06	0.000414101747850751	3.83488142425935	0.072695060410024
ENSG00000234912.10	3118	ENSG00000234912.10	ENSG00000234912	processed_transcript	SNHG20	654434	InGen	2.74125724910315	6	ENST00000568363.5|ENST00000434411.5|ENST00000565256.1|ENST00000566583.5|ENST00000366365.2|ENST00000630554.1	0.146247029505543	3.38125379308793	4.68773484443694	4.04814749584361e-06	0.000421357249337406	3.99902906688046	0.0176430225395987
ENSG00000182774.10	3812	ENSG00000182774.10	ENSG00000182774	protein_coding	RPS17	6218	InGen	22.8015971992673	10	ENST00000330244.10|ENST00000560229.5|ENST00000561157.5|ENST00000558397.1|ENST00000561068.5|ENST00000560612.1|ENST00000561440.1|ENST00000560639.1|ENST00000559776.1|ENST00000559273.1	0.142214758267947	6.42529664123887	4.68764008653164	4.04990434088244e-06	0.000421357249337406	3.82606083904604	0.0230261037688125
ENSG00000149823.7	4878	ENSG00000149823.7	ENSG00000149823	protein_coding	VPS51	738	InGen	12.2165178488303	16	ENST00000528588.5|ENST00000530773.5|ENST00000279281.7|ENST00000528050.1|ENST00000533656.1|ENST00000534124.5|ENST00000529180.1|ENST00000533487.1|ENST00000526578.5|ENST00000534557.1|ENST00000527646.5|ENST00000531146.1|ENST00000533827.5|ENST00000534591.1|ENST00000526856.5|ENST00000530673.1	-0.0861226190180016	6.10790231617805	-4.68535408190182	4.09251081391841e-06	0.000423845834568418	3.82527290270243	0.0570750987679816
ENSG00000129084.17	3301	ENSG00000129084.17	ENSG00000129084	protein_coding	PSMA1	5682	InGen	3.70148981146768	14	ENST00000524606.1|ENST00000396394.6|ENST00000530457.5|ENST00000528307.5|ENST00000418988.2|ENST00000527632.1|ENST00000531023.1|ENST00000533331.5|ENST00000529524.1|ENST00000531156.5|ENST00000526443.5|ENST00000533068.5|ENST00000532256.1|ENST00000528018.1	0.117451898387695	3.92063433557913	4.68280381484955	4.14055180821031e-06	0.000425486048054883	3.94056168468599	0.0455051068073262
ENSG00000269044.2	1473	ENSG00000269044.2	ENSG00000269044	sense_intronic	CTC-429P9.3		InGen	5.64904085625798	1	ENST00000598112.2	0.150170943743436	3.39764958201822	4.68252339212293	4.14586731714338e-06	0.000425486048054883	3.97553596889987	0.0537236567454216
ENSG00000259022.2	372	ENSG00000259022.2	ENSG00000259022	processed_pseudogene	DNAJC8P1		InGen	1.44796635700826	1	ENST00000554535.2	0.233560573697256	-0.53651095195394	4.67978244796654	4.19816993110307e-06	0.000427413597030415	3.5842529393275	0.0928861863932917
ENSG00000166265.11	3266	ENSG00000166265.11	ENSG00000166265	protein_coding	CYYR1	116159	InGen	1.71943861850804	2	ENST00000299340.8|ENST00000400043.3	-0.284501538889426	2.66371073176704	-4.67956542548271	4.20233817458589e-06	0.000427413597030415	3.99266016266133	0.0394824384672498
ENSG00000244716.3	555	ENSG00000244716.3	ENSG00000244716	processed_pseudogene	RP11-20O24.4		InGen	43.6478784047932	1	ENST00000414070.1	0.260404821733632	4.70181666022242	4.67365625947548	4.3173758344655e-06	0.000437153577238893	3.84459081198118	0.0907950998937599
ENSG00000063169.10	7507	ENSG00000063169.10	ENSG00000063169	protein_coding	GLTSCR1	29998	InGen	2.37540527231363	4	ENST00000396720.7|ENST00000594866.1|ENST00000614245.1|ENST00000602258.1	-0.114137449618134	4.26254865715486	-4.66985163558911	4.39304060664708e-06	0.0004419420291739	3.86253342630898	0.0576255886424178
ENSG00000162244.10	1912	ENSG00000162244.10	ENSG00000162244	protein_coding	RPL29	6159	InGen	57.7109491274869	9	ENST00000294189.10|ENST00000466397.5|ENST00000480306.5|ENST00000479017.5|ENST00000495383.5|ENST00000475248.5|ENST00000492277.5|ENST00000481629.1|ENST00000486565.1	0.142989605149103	6.72410017611382	4.66932384588139	4.40363734373712e-06	0.0004419420291739	3.74031512814877	0.0188822619738369
ENSG00000253948.1	380	ENSG00000253948.1	ENSG00000253948	lincRNA	RP11-410L14.2	105375666	InGen	7.96780777930638	1	ENST00000521696.1	0.176861856932547	1.95882452524759	4.66495391896345	4.49232498146037e-06	0.000448856488566091	3.92577792099038	0.0180010237579906
ENSG00000173218.14	9062	ENSG00000173218.14	ENSG00000173218	protein_coding	VANGL1	81839	InGen	0.278818966582597	6	ENST00000355485.6|ENST00000369510.8|ENST00000310260.7|ENST00000369509.1|ENST00000478369.5|ENST00000474344.1	-0.232812676985831	1.31594569088575	-4.66275840926622	4.53752911726445e-06	0.00044904514929564	3.8749326192011	0.0400238406411347
ENSG00000065518.7	1889	ENSG00000065518.7	ENSG00000065518	protein_coding	NDUFB4	4710	InGen	24.6052745139008	6	ENST00000184266.2|ENST00000485064.1|ENST00000492739.1|ENST00000461682.1|ENST00000491335.1|ENST00000496588.1	0.109576228440153	5.92149213487377	4.66220738530565	4.54894288016121e-06	0.00044904514929564	3.73005985779398	0.0541810751570797
ENSG00000184916.8	6397	ENSG00000184916.8	ENSG00000184916	protein_coding	JAG2	3714	InGen	4.72702117210856	5	ENST00000331782.7|ENST00000347004.2|ENST00000546616.1|ENST00000553244.1|ENST00000553051.1	-0.118072586490738	5.16765456362417	-4.66198254681753	4.55360805687567e-06	0.00044904514929564	3.76520199287362	0.0842073480444077
ENSG00000005194.14	3509	ENSG00000005194.14	ENSG00000005194	protein_coding	CIAPIN1	57019	InGen	8.62798970685216	15	ENST00000394391.8|ENST00000567518.5|ENST00000565961.5|ENST00000569370.5|ENST00000568940.5|ENST00000569979.5|ENST00000570000.5|ENST00000564885.1|ENST00000567751.5|ENST00000565786.5|ENST00000569246.5|ENST00000565368.5|ENST00000563561.1|ENST00000566284.1|ENST00000563341.1	0.0664697445236943	5.23450151263948	4.65727853881393	4.65227400755123e-06	0.000456788860455712	3.74082451434642	0.0207801439825956
ENSG00000037241.7	1164	ENSG00000037241.7	ENSG00000037241	protein_coding	RPL26L1	51121	InGen	7.50587619003136	6	ENST00000519974.5|ENST00000521476.5|ENST00000265100.6|ENST00000519239.5|ENST00000519522.1|ENST00000519156.1	0.132085148965098	3.37551786374896	4.65619246986628	4.67534475289737e-06	0.000457075406639936	3.86450895299275	0.0232675146908472
ENSG00000143553.10	1544	ENSG00000143553.10	ENSG00000143553	protein_coding	SNAPIN	23557	InGen	10.3682819390454	4	ENST00000368685.5|ENST00000474959.5|ENST00000462880.1|ENST00000478558.1	0.0978103068852821	4.35677342697988	4.65333969733636	4.73647013824008e-06	0.000460856227613291	3.78214898298736	0.0714072940595932
ENSG00000171488.14	11724	ENSG00000171488.14	ENSG00000171488	protein_coding	LRRC8C	84230	InGen	1.36682289675361	4	ENST00000370454.8|ENST00000479252.1|ENST00000482063.1|ENST00000416805.1	-0.138723013955684	4.39215851330244	-4.65249777446957	4.75465619952868e-06	0.000460856227613291	3.77571720754904	0.0510679577751213
ENSG00000276529.1	443	ENSG00000276529.1	ENSG00000276529	lincRNA	AP001505.10		InGen	5.39121679725783	1	ENST00000616815.1	0.260429837172959	1.52248446134984	4.64781275741008	4.85708909347091e-06	0.000468781437144739	3.83148936939621	0.0754657838344598
ENSG00000244313.3	498	ENSG00000244313.3	ENSG00000244313	processed_pseudogene	RP11-425L10.1		InGen	16.8275138174562	1	ENST00000467930.1	0.171967327442912	3.22146983501776	4.64527490045217	4.91345979698371e-06	0.000472212634132998	3.82790929237599	0.0512657510109589
ENSG00000158526.7	1534	ENSG00000158526.7	ENSG00000158526	protein_coding	TSR2	90121	InGen	52.0599396264841	1	ENST00000375151.4	0.104430306934434	6.77443199159547	4.64317678571957	4.96053774463e-06	0.000474725555214991	3.62614211354585	0.153836759092944
ENSG00000102119.10	2020	ENSG00000102119.10	ENSG00000102119	protein_coding	EMD	2010	InGen	12.5554935357808	9	ENST00000369842.8|ENST00000369835.3|ENST00000486738.5|ENST00000428228.5|ENST00000485261.1|ENST00000494443.5|ENST00000468294.5|ENST00000492448.1|ENST00000471965.1	0.115824582078822	4.96826074018328	4.64088204132549	5.01252452062862e-06	0.000477685162404948	3.68500946200696	0.0322818662526544
ENSG00000054654.15	31374	ENSG00000054654.15	ENSG00000054654	protein_coding	SYNE2	23224	InGen	1.00618023487527	29	ENST00000357395.7|ENST00000358025.7|ENST00000344113.8|ENST00000341472.9|ENST00000556725.1|ENST00000554584.5|ENST00000557005.1|ENST00000555002.5|ENST00000557060.1|ENST00000394768.6|ENST00000555323.1|ENST00000553308.1|ENST00000553455.1|ENST00000555612.5|ENST00000557024.1|ENST00000553289.5|ENST00000556342.1|ENST00000555241.5|ENST00000553801.1|ENST00000556906.5|ENST00000555022.5|ENST00000553806.5|ENST00000554805.5|ENST00000554997.1|ENST00000557307.1|ENST00000557084.1|ENST00000458046.6|ENST00000441438.2|ENST00000554928.1	-0.128316247146329	4.49284780397486	-4.63924344082526	5.04996687256927e-06	0.000479239743249974	3.71350484885905	0.0258908836627408
ENSG00000149196.15	3421	ENSG00000149196.15	ENSG00000149196	protein_coding	HIKESHI	51501	InGen	5.42418451087446	8	ENST00000533986.5|ENST00000278483.7|ENST00000531485.5|ENST00000528004.5|ENST00000532270.5|ENST00000530208.1|ENST00000618164.1|ENST00000529405.1	0.10991970549812	4.50962377479013	4.6364188614311	5.11514156226265e-06	0.000483402190723663	3.69746696390636	0.0154427338146752
ENSG00000078124.11	8442	ENSG00000078124.11	ENSG00000078124	protein_coding	ACER3	55331	InGen	4.52380494253534	14	ENST00000534206.5|ENST00000532485.5|ENST00000530182.5|ENST00000525194.5|ENST00000525861.5|ENST00000531461.5|ENST00000530334.5|ENST00000526597.5|ENST00000533873.1|ENST00000531352.5|ENST00000278544.9|ENST00000527508.1|ENST00000525325.1|ENST00000530921.1	-0.134471369950633	5.6275708618153	-4.63513769577661	5.1449693586611e-06	0.000483609402901848	3.62666858453873	0.0825747070040396
ENSG00000168453.14	8784	ENSG00000168453.14	ENSG00000168453	protein_coding	HR	55806	InGen	6.2388771357925	9	ENST00000381418.8|ENST00000312841.9|ENST00000522016.1|ENST00000522039.1|ENST00000517699.2|ENST00000518461.2|ENST00000519619.1|ENST00000522759.1|ENST00000518377.1	-0.154150338583821	6.16722771726133	-4.63449571576721	5.15997863860708e-06	0.000483609402901848	3.6050938535156	0.0820917338315523
ENSG00000184752.12	1815	ENSG00000184752.12	ENSG00000184752	protein_coding	NDUFA12	55967	InGen	17.4002868967294	9	ENST00000552205.5|ENST00000547447.1|ENST00000550187.5|ENST00000547157.1|ENST00000538372.6|ENST00000551991.5|ENST00000327772.6|ENST00000547986.5|ENST00000546788.1	0.108332321768821	5.357559656263	4.63154855597718	5.22942442232002e-06	0.000488101133014981	3.62180788520322	0.121370587411395
ENSG00000125743.10	1608	ENSG00000125743.10	ENSG00000125743	protein_coding	SNRPD2	6633	InGen	28.9131818993481	8	ENST00000342669.7|ENST00000585392.2|ENST00000587367.5|ENST00000588599.5|ENST00000391932.7|ENST00000588301.5|ENST00000590212.1|ENST00000587579.1	0.127435538967889	5.80587435178968	4.62266500368964	5.44423452886164e-06	0.00050520363139734	3.56357177218372	0.113672497874276
ENSG00000104131.12	3195	ENSG00000104131.12	ENSG00000104131	protein_coding	EIF3J	8669	InGen	15.6916414233809	7	ENST00000261868.9|ENST00000424492.7|ENST00000535391.5|ENST00000558227.1|ENST00000558053.1|ENST00000536248.1|ENST00000558353.1	0.0833750762092827	5.99883332255578	4.62151866196039	5.47256438197401e-06	0.00050520363139734	3.55316981437402	0.0501803532871338
ENSG00000164941.13	7866	ENSG00000164941.13	ENSG00000164941	protein_coding	INTS8	55656	InGen	1.95939696377201	20	ENST00000522171.5|ENST00000523808.5|ENST00000521860.5|ENST00000519457.5|ENST00000519053.5|ENST00000524333.5|ENST00000523731.5|ENST00000523321.5|ENST00000343161.8|ENST00000523206.5|ENST00000520526.5|ENST00000520845.5|ENST00000520315.5|ENST00000517918.5|ENST00000520853.1|ENST00000519736.5|ENST00000521155.5|ENST00000522261.1|ENST00000523352.1|ENST00000523998.1	-0.105066532962005	4.20273783025562	-4.62123968119926	5.47948032819301e-06	0.00050520363139734	3.65734527724957	0.0779783560287666
ENSG00000130940.14	11336	ENSG00000130940.14	ENSG00000130940	protein_coding	CASZ1	54897	InGen	0.125815883221731	9	ENST00000377022.7|ENST00000478524.1|ENST00000447850.3|ENST00000344008.5|ENST00000490176.1|ENST00000496432.6|ENST00000492173.1|ENST00000478728.2|ENST00000472814.1	0.246084379663746	0.729124438594688	4.60899335121348	5.79148870803221e-06	0.000531808726262666	3.58833176425113	0.0658100625162307
ENSG00000173614.13	4610	ENSG00000173614.13	ENSG00000173614	protein_coding	NMNAT1	64802	InGen	1.49323572074342	5	ENST00000403197.5|ENST00000377205.5|ENST00000462686.1|ENST00000492735.1|ENST00000496751.1	0.129590815495975	3.17102756227974	4.60656649456116	5.85531543327815e-06	0.000535501650573313	3.66811256754003	0.0596023271013611
